psi_token,phone,email,credit_score,annual_income,debt_to_income_ratio,credit_history_months,num_credit_cards,mortgage_balance,savings_balance,num_late_payments_12m,credit_utilization,age,avg_monthly_balance,num_transactions_3m,overdraft_count_12m,loan_approval_rate,default_label
c6fc0caa13e6900979c4061e1220ab5909a34b6dc48669bf3a3096699e61c6fb,13820196237,user495_912@qq.com,769,450952,0.3085742320492277,14,2,193757.04207059252,15647.355593782358,1,0.40438956350297245,35,3921.075969016261,55,0,0.5645425799147891,0
155a7aae62fd5b12bbb262ac1f9af62dd69a13331e60f03140e264684cef0057,13022831659,user496_851@gmail.com,530,20000,0.09371779947834095,107,4,29848.86728605521,25123.697413145168,2,0.4073177763586006,31,8587.523590391258,51,0,0.7487562484457817,1
b0a1dac892bfbf89c6f38097356dcfc6c795c24dc5cadb3206e5de927a0767e7,13531253171,user497_174@qq.com,646,20000,0.3887965381938948,118,1,86190.26372165319,1882.5950163380521,1,0.1498827986018949,25,367.16067764610756,57,0,0.5831432261601308,0
af51822c6acd009fd58e45144d822d91cc07b28489ef9bc7c507b1ac0c5f5dde,13944716624,user498_599@outlook.com,455,29936,0.04766010795229661,66,4,84872.63270942432,42779.79440351553,0,0.17538056464581184,54,3030.6837352952,40,0,0.722172775254157,0
c7299a132a1b4a40cc17cef6983978422af77d59d64c5e42215b86c9b79548cb,13930976068,user499_718@qq.com,628,111719,0.1950999138607749,42,3,594297.1438909516,1501.0967024686386,0,0.44120723637538073,18,2361.7659014731084,42,0,0.4947893557246464,0
04efaeafec51a10f25c149b7d7400c3ae31c2220633b53a4cfefafd7bfb2342e,13537574920,user500_976@gmail.com,529,20000,0.4076728501439402,45,3,2894.268323705817,15121.781835383246,1,0.30319540167891607,53,5718.109916591674,45,0,0.577548136535414,1
69c8cdffd2b781a75b7aff18b287ec1ba1ccf6906672b7961b8c600b3d868ea5,13424499738,user501_401@163.com,596,20000,0.34668236883961184,22,2,253957.93942281895,30987.670095437727,0,0.7002167248122373,21,3373.265106708383,37,0,0.14886770038732605,1
60c89597351aef2ad7ba5d3938674424f217b9750537ccc1b33120ed393e8aac,13289997052,user502_148@outlook.com,657,26376,0.4258530429169798,27,4,15323.455328033328,10570.789706481413,2,0.6020301226478946,44,2671.217383235739,40,0,0.7692042483740679,1
1869ca0166282acbee2d768f2b6fe937e24d2b6e28b1cb5739893df2e707f10d,13998957404,user503_455@163.com,749,198020,0.410707200963513,36,2,12568.893530961079,60231.58692871906,0,0.4901374441865057,30,4891.758648728078,45,0,0.5289005688742416,0
4fd19dc904ed5b604eb60a25806d483383ee461d6b100a485266d3b67eedc358,13384626105,user504_740@qq.com,745,37062,0.2913855702802767,47,2,59663.94173574777,35186.0967245935,1,0.608422068603678,18,1939.5299966092673,52,0,0.5179060769822961,0
7c945b9401c2df8b4cd942b0e8ff057b6edb8cbbf4150a0e5621e43bab202585,13316858531,user505_287@qq.com,369,20000,0.28529833398188986,3,4,180979.85854452383,13880.240571352928,1,0.17134581269080407,51,673.6649271651683,38,0,0.6128980292336114,1
1f879b476e5453bbafc06d8a4ea9640541be4215ffb45c8864fb577235418d31,13378682431,user506_975@163.com,731,70097,0.4186346506201288,9,1,170188.61903781333,5078.204847933451,0,0.1152997091213646,18,2874.4016210803666,49,0,0.48467039347446755,0
ecdae2dae227aab59be61bed748784884411012cde1c6adbf0937d4598bc296f,13559981162,user507_319@163.com,674,137247,0.6054982767512517,118,2,148281.09405641502,1110.26555942706,0,0.37543922588004425,47,3744.8569247790547,41,2,0.8081451630562358,0
8773d173bf6dd37325441f08fe5b81c1a05a5e3787f862299e8446c901ac0cd5,13530148896,user508_304@sina.com,582,21786,0.2618911873277367,14,0,223449.26480119844,40444.85919141825,1,0.3705010580244863,39,12097.305103556959,35,0,0.7725869854020347,1
60820859a6eef27c8e490148bb71a0bf273b1a1823ca9a303ba6bc863b89cca2,13863473643,user509_949@163.com,544,52235,0.17168059219577306,11,5,39668.688570463746,5400.296244506503,2,0.20909041407194784,50,3840.208172496692,49,0,0.6597044247717644,0
1847729fd2aa23fb21ec0258e3c0518aa384289a0ee18bf1de6d1a6d80168a53,13816895000,user510_618@163.com,642,41167,0.4247420961503925,19,2,150704.5532692817,7856.612698771057,0,0.5198550241060915,45,7848.856105236543,52,0,0.7855356313048323,1
3cb85c311b589be1dd43a534a134a854fc8ed92c6d3373b88586669dc359bc3d,13721716591,user511_754@outlook.com,677,57400,0.22371487445961385,12,3,152432.21852007956,260.8148451084991,0,0.798239466754476,45,2062.6737155617475,48,0,0.5633545539441931,0
c1d419f722628d091601b661edf11b703f22a54392765157b16b97b97c6f9e9b,13935394959,user512_995@qq.com,695,25155,0.6071869367659839,3,1,159342.99968060377,459.876026938134,0,0.31974684733648606,48,4810.995272712294,56,0,0.4149238186218031,1
0bca9c36e528e5d29a7461d6bf444c14ce3ede5fbcbe3e31286f11eaab380380,13433617164,user513_181@outlook.com,626,60048,0.2151221841183677,8,1,135378.01076684395,6547.708320962873,0,0.46793081988254537,48,615.9852622724349,44,0,0.47309944228950074,0
351ccf2251f0f88b0f902ae0fb2127da2da703cedcea0c26dc6313135b810dbc,13246702753,user514_404@gmail.com,347,71024,0.29701581086588885,36,3,37562.35417243562,51563.32967895625,0,0.12173497156876745,43,2312.96028526463,58,0,0.9644140261996387,0
1f3eed44bef75c0f24a165107ba9f03b73e651f19b12530a2cadb80ac63f0901,13269767588,user515_524@qq.com,590,64308,0.22370365446158536,9,1,368533.43936473475,37946.896937618476,0,0.5499520828720881,33,187.45530662826155,47,0,0.8067872906548376,0
43b4a5c7ce894dffc796a1dab2b8c6bf7d9a48d3b1db4861386844dda55bc8f9,13188757633,user516_426@qq.com,507,20000,0.5097746392682769,37,3,559484.1484123382,36728.11120790193,0,0.45917136283928345,35,1177.5678653075825,47,1,0.5506267608225623,1
98f4f3782376ea4d2d60d6fa34607919af164be15258d4f8348e1302e9f9119a,13015728521,user517_127@163.com,850,20000,0.16872219486441428,3,0,175284.43628563848,43866.61781203556,1,0.2242516224362136,39,1066.102887508553,41,1,0.5557572540965122,0
75ea64e25fb1bfad182e6d8fb94eecc01c6b4fba7c5259cc00c8d0e72eb942ea,13875665624,user518_709@163.com,657,20923,0.27084993146452946,1,3,88069.55571941646,5163.724184724182,0,0.26162810520331253,34,10284.12583989716,44,0,0.5608674781827332,0
e801e54210e98895d75f03054db8fe13db73f87ea84819a48e7b522c16dec6a0,13025374137,user519_941@163.com,738,44980,0.5231794471073106,71,7,115566.05256423262,96658.66751612678,0,0.22236988945268218,64,7498.939315304961,38,2,0.6485352608361893,0
62443f07aa081cdde16c7ddb21d7661525f4dd64a981efb0330839f42e1ad564,13247509535,user520_393@sina.com,726,56803,0.2667343770707967,51,0,17205.85998771026,6605.4100165976015,0,0.49025939993325546,36,17709.874825193852,43,1,0.48499833081047905,0
6b482552e6f7730b7371e06e05712022f8fd0418faf29e606adddfb7b0125854,13916102727,user521_342@qq.com,687,20000,0.31210630680310875,39,4,67741.09810877053,4060.9101149068715,1,0.33124006817986146,24,1008.6973911790969,41,0,0.3653180398168669,0
f072fae99797d1defb76bd885097f087adf1770122f8264dbc91c29a73a21918,13633246774,user522_475@outlook.com,600,47069,0.2331744878102052,1,0,560297.2887742814,8726.340563916354,0,0.7878061745684025,36,13172.726560896324,47,0,0.7610731760430959,0
095dc94af7dc7e2c2ff1ba034306267708e14dc0ccc1b3e37fd5daf955ee4203,13517818548,user523_779@163.com,584,77387,0.3407273344076519,9,2,119018.82368949692,18899.690188592205,2,0.387324002635538,27,2459.4868317167357,52,0,0.40466167362035144,0
09c3e01a9142002912beadf43054985c1e718c47e3ed0ff4d70b6023b990c23a,13959763113,user524_859@gmail.com,407,61969,0.09851346218777719,60,3,123361.17083158133,3322.022117970282,0,0.47628706214465133,61,42321.693113041314,31,1,0.6511532072022902,0
0a8e1be6f20d216a026eebd9bc9d2107dc6d78d777a67951f8301e31bbb98116,13782642577,user525_326@sina.com,667,25137,0.148416725355582,5,4,461801.4522345762,33544.597678318125,2,0.1536505015147433,39,3966.5179940237826,41,0,0.7665031878527624,0
5d8513fe6c0196560c0e6be73d819d1c04e4cba12e2eea70e91cc9903327068a,13677443426,user526_277@gmail.com,686,27045,0.07462703739272393,60,1,326200.2767962374,11611.542913074443,1,0.4758567340953931,45,33740.5113636442,48,1,0.8725577101108791,1
a69a185ccdd1132632bbb0bfe5eff7171dffde8bad1e71bfd045463cf16eaf44,13278523551,user527_367@163.com,644,20000,0.6080314654395403,31,2,126148.40237448644,21007.35896745228,0,0.5707205602251357,44,155095.16145702178,35,0,0.4655699147980709,0
bb04bdc80decff2b1ab6140d73ea18f10dba30b314157d7e0d904ece3426771d,13790873555,user528_575@qq.com,667,146131,0.29488664638959844,48,5,46999.39512276727,33128.66677613651,1,0.16782470977510328,49,8168.597210563057,60,0,0.695690636270478,0
ca5848cdadbdb11928fa2bca201c186cf69696563bce0f18ff2a6abc6135ab56,13396768239,user529_666@qq.com,505,53062,0.06152767837647276,37,3,18652.861342630375,58042.60448582046,0,0.2526730170034449,40,41692.38133478539,41,0,0.6030837263520559,0
ba5ae2955f169314cee58bec480142eba2b9eb88db660f355bda88ea398349fe,13779714525,user530_367@163.com,614,20000,0.16589937585948727,19,2,298881.09388285247,42779.42576564632,1,0.549139350693151,33,3303.4991574228807,48,0,0.26702676142575016,1
1ea14e1490d8a91c446e5b1807b49ed1386c19db9dc6cc9621fadf02dca16543,13659437530,user531_976@gmail.com,572,96888,0.003204295498700183,12,1,379030.9883393527,19276.02483523024,0,0.5142543867895325,38,23711.035162330812,45,0,0.6257950119317859,0
5971929a935ba6e145b52ece79a19259fe2f76c9ae0b4fc9785fd06d1ec35dc3,13128985135,user532_585@qq.com,729,61502,0.04892299888420583,40,3,102267.27809285517,118248.20581486406,0,0.1915363404971276,23,4552.394855748873,50,1,0.45213768041684055,0
20071bb24d35fcc708f5637514c8ce8435af5354af8520d3a4cf39046dae8d33,13061108167,user533_619@outlook.com,654,94413,0.12288253832794299,59,1,14898.245667161786,18861.695476431458,0,0.3777199767637386,36,9704.993181589072,42,0,0.30054937467706483,0
c43e94f4abe167857d9536a40b32e4ea95e2938e4aaf8a62923696fc173a014b,13433078133,user534_465@gmail.com,573,23228,0.13388967415774947,1,1,139796.23717174045,19195.268120194163,4,0.3199049083260051,59,9006.074433435066,43,0,0.6911593316899078,1
57f21a4a604cb3edc01b48f896ee37de104e97b89c9edb003347bafe0c99ed9e,13881836248,user535_674@outlook.com,630,25972,0.2282854812428137,17,3,68702.10463526494,4313.880923275234,2,0.5388994132673026,46,3975.3807976850403,53,0,0.8325516216255492,0
1e6ae926314251c24367fad25d89bd00d05853b5020dd89826e62f5367145845,13661084604,user536_769@outlook.com,525,20000,0.3406769952314029,15,1,25771.46883962056,4025.3702405947224,0,0.1330191171334514,36,829.1674730307328,45,0,0.7379063651958987,1
92090163aadaa644ef4529fa710c2e5bcaeecc7ae5346b13e56f4004096dc7eb,13122831923,user537_201@163.com,610,197549,0.38465099374785844,29,3,377261.690324458,4619.147333263075,1,0.4653797073058253,62,965.0501523376822,46,0,0.9282029962747882,0
b6488641ad967e8c467d4352aafdb07537f0870fd7fea2244b11f79f4b2a7da6,13647119004,user538_636@gmail.com,719,24323,0.15612345878191777,4,4,41056.82652322745,22401.258990403687,1,0.6789039034173625,30,19781.938539712617,47,1,0.8572667031400852,1
61a96fcf4ebcc020f90ff03cb03a847d615c57a0f8ad300f0adf31feefff2596,13048648833,user539_481@outlook.com,490,20000,0.5552111913964225,97,3,186283.14381912778,13410.933603603791,1,0.2664508448736438,42,6152.615293822378,39,0,0.7379599736719044,1
5fcd241e6f9c1102938a89d2b452e23ce9bfa51c373d163bd6b8a6d78ec46613,13212641645,user540_310@sina.com,642,21643,0.14490616465590667,28,1,84154.20577074369,12189.306512167595,2,0.29308248437879514,34,15783.693327986759,46,0,0.6083124317765035,0
790186809d0121c9fa42591166145ff51686820606f97394656e3d271669e435,13865693990,user541_463@sina.com,560,27997,0.2416057394082495,92,5,263970.1251097223,3411.4859515122735,0,0.620106942498506,35,2693.099378908541,39,0,0.5504780917308831,0
52a05daaba7b6d8e90ca1b3d6d37e5c512445ecc0fcad37d29a4eb2e29b62874,13815875079,user542_376@sina.com,490,126091,0.22766932226202286,61,1,181013.95437016583,11994.893871213018,1,0.4619138485086212,42,3239.4904472352523,37,0,0.8493296810041349,0
9dae3005894986d7c03128b5d780b383a530f58ea1611db4c13cf0e074921f68,13793812715,user543_645@qq.com,850,45318,0.04384179982500105,7,2,19714.616575463835,11869.972603791013,0,0.5757175742972549,44,3200.092609952161,49,0,0.7483361107150974,0
a7d25c3a08bbc07aacfcd00b4f60e35fbf21e63d0a1ce165d0bc6536d2d47f92,13264332098,user544_378@qq.com,800,97425,0.5160725227268901,5,3,89569.69692362293,24243.235550108366,0,0.10131047532392423,35,662.841696786922,49,1,0.8440267344785878,0
fb2883a2c91fefe400e7c719e82e9a9a870e5b59ff560e42ee60cfbcb88e01b9,13477632674,user545_961@gmail.com,578,45626,0.2870851660205362,71,1,45122.90962274736,12292.316593165873,1,0.4574447072143463,27,3244.383760522175,45,0,0.6992657611529629,1
120aaf644daf7ef2db00b949e05eef4dfeeca42228a27af0f2c3e4e1bbe4a0e2,13299157049,user546_165@gmail.com,615,31439,0.06833758533075496,27,1,187546.74386736134,13564.874795071166,0,0.4447614348514884,59,3369.8302654416843,49,0,0.6044841988024672,0
ef6a0f458139e118f55cc1eba535a172968b425b759ba886202693afadf3fba7,13711552958,user547_553@qq.com,407,20000,0.39207982577239003,0,2,118016.12947197324,7955.008305160036,1,0.20931724690052708,39,4855.66922168288,42,0,0.4993475901330615,0
a6c930d1af2b79916bbb7f3b08d9a477e25611a384b40234ebd56660ac78343b,13371446063,user548_858@gmail.com,458,129991,0.08120090682813183,97,3,62368.508105864305,3524.8049387316205,0,0.060359690338677316,25,3635.5453998277812,47,0,0.1504430778768868,0
e24d05b2f380cae2e8ad70c8cd6e99067afeac88cb10290a6f74d6084e0449fa,13314417040,user549_914@outlook.com,514,80239,0.21282811974077437,23,0,59950.82104289446,8917.262371291601,0,0.4990343043803781,25,25204.776465502986,60,1,0.2568506513499314,0
1b7080e0e02f96503db13731ced0001339d06f44211d2ea4be3935d21897e988,13219489179,user550_753@sina.com,645,86297,0.16067337690773803,12,3,18238.219924004596,1092.6678544746087,0,0.6798869578685209,61,2447.3978493840036,36,0,0.4662315239338286,0
61aa17352f155a1cd97d3c0858893a0b331ac660cd0431639e5c02057abb2548,13056461392,user551_966@sina.com,636,76124,0.28043545599676994,26,1,36085.775570314625,5694.794963812672,3,0.5756538686113494,67,13421.279080752829,43,0,0.6144321530019792,0
68beb52cd60922c2fc97ba59df166cbb0e57cdb7d969ec5ceeba88ad3645c32d,13121385741,user552_350@gmail.com,689,20576,0.15847927793144911,62,4,187484.8410492871,9824.303764063421,1,0.18344939008898098,42,7050.12108318847,47,0,0.6356922117910506,1
446d2a5d4085634dee71c3ad053810129152c138a5ba3b2b5558d0d2c502cf0f,13646742377,user553_987@sina.com,731,44891,0.2796727553302273,4,2,141204.5472010846,3935.2498217252423,1,0.5054163976550112,30,5101.357640603871,37,0,0.7798234353859074,0
719634016a10e02e4953200fb19947b0ccdb5b2adf99f70718e03df50a4c2d43,13466617142,user554_945@gmail.com,683,86637,0.20901764264781858,16,0,65914.40048117674,27338.354255574926,0,0.4597989453991253,41,12111.815508942993,50,0,0.6757241726487125,0
3cfaea7ac52a6df8b23082a092ccb4bff877df6f35569be136616234c66eb523,13394721423,user555_955@163.com,520,77301,0.3887883520899191,13,0,271289.10180966865,8239.179276849944,0,0.2148861884935157,34,3274.7927432241345,44,0,0.3233930308974288,0
5ad286d1c51b0159defedccb0de495e5d1d71473c06fdc4b472561ac6d9337a2,13527505757,user556_182@gmail.com,688,41162,0.1426758113352607,65,0,99367.33987773463,23897.08014555588,0,0.5667973626750414,44,2620.7914950553095,48,0,0.9727838602297632,0
1e7764c99d4aa5cc9393ab93f876ef1a37323a9b23d79e74c0c35d3cf831673d,13263948880,user557_383@sina.com,726,176308,0.46129950103063405,54,3,237298.3319408881,25812.582152493753,1,0.2300292568712498,42,3186.1219883810622,42,0,0.7968294289784579,0
19008623792ecf21a971330090601f45b660923a04b56d2de6fdf643fe14583b,13682302531,user558_886@sina.com,598,55624,0.12751920012498685,18,2,227925.97424676103,14822.967813028075,1,0.2669694184973939,37,6295.449839055143,30,0,0.6565915157192923,0
70b337e3a75bd60c1295dc7142ae7553e9c46f417dd3aecebb8d6cf8612a70d9,13719332460,user559_928@sina.com,428,104568,0.35466532924158134,39,1,282580.178180757,14905.341763858904,2,0.11278911202609085,36,543.8997047890366,43,0,0.2662451329520808,1
8a72b81a1cad87bd68921ec1d9ca6539bc5d2707b36a5ee029779948219ce001,13712851264,user560_419@qq.com,792,42621,0.43381259883559264,18,4,284339.8784974422,21774.765228584325,0,0.7043474988258289,35,4020.6344714356474,44,0,0.6058519760381477,0
202198cd8e5d871e1b57607603a3ab648986803da6a369ad9e959ecefb3b7339,13727621040,user561_807@gmail.com,660,26975,0.3434095563070507,30,3,170476.3779253062,7610.750225590512,0,0.8237643421931092,49,11284.5151425592,48,0,0.25831377265640154,1
b61641bc90dd3fcd36f09d645a717521620468e0c8f0bbaed85152925ccbe610,13319878804,user562_721@qq.com,317,78853,0.1769528613782562,170,3,207598.64842509563,536.8472403232665,0,0.375041774520846,35,4773.15835513303,43,1,0.25311121297250283,0
0b95fb3843aa80c2db3c7b880d23a58b9691a47b35eead69c10743050c4d4a7c,13741986374,user563_794@outlook.com,850,65304,0.33767291785404435,27,2,225025.11493076602,25892.66954664224,0,0.5140477324258238,62,5662.165040653075,37,0,0.21282966442627055,0
18db1c7a23cbb9f148c5b66da77fb5398bf9e76c58e75e041d36c092850ea32e,13034796154,user564_878@163.com,592,47914,0.18539966140785222,160,5,27797.5979822112,23445.865074628215,0,0.278218010645891,63,8544.787103563538,41,1,0.8049130351659876,0
9ff80219eaf393a03bab504b266c153901960b2e93d5ae33f4ac25225f7ef30f,13416602348,user565_403@sina.com,850,20000,0.19018766832093342,49,3,53553.71398233527,16174.777037241509,0,0.4716927496269405,33,5464.0399179522965,44,0,0.2715604984000809,0
387a48c7ee4af3b04f7b608cbeeaf4a724c8fe0822257e8dab6f3cd3ed9b370b,13488518156,user566_300@outlook.com,695,81533,0.4128553752079412,4,5,16512.370025644435,52139.6314948396,1,0.7541504515326247,33,700.5049239227692,41,0,0.7598047876509759,0
8fa1f452f6fa7a4ed225da6e62d4a51d1c17563491876244a48e90a9a9296fa7,13855771727,user567_579@qq.com,625,20000,0.08733109559390469,57,3,31491.785479234488,17763.683871172907,1,0.6246869018536809,37,28280.02780020473,50,0,0.3099296259922553,1
843b5ab2e5e8932d6c0ce699677745d32fbfe2c9365acc307b86856781ee59ef,13784681342,user568_530@sina.com,672,67635,0.3887109294969649,6,3,225955.8996365704,9041.995605155997,0,0.3544476547529618,30,113170.04329498118,54,2,0.4072664544930828,0
baee276a34616d237df9d773e9690b2814ab24f8eea5b23d60ba932a539a91b4,13573171526,user569_972@gmail.com,564,20000,0.10559651391479417,27,1,440932.3795935641,31253.25064758717,1,0.21201023013095735,48,30634.242289771497,48,0,0.7203739477628236,1
5c6357ddbb509124058d57e6f56b97739daf94e2a3b107cef0a1cb0fa6dee89e,13977481405,user570_331@outlook.com,657,20000,0.08162679925955887,34,1,167961.04831853232,82021.12151336996,2,0.3768615888822377,52,3802.4781755600266,43,0,0.47007420526324345,1
aa3b21fc32e601357f3dd94a4fe626345a95e0bb65c1f5a7d9d4150712e3f80b,13247402846,user571_554@sina.com,850,45874,0.4648207299784541,80,4,325796.3101483103,33378.521255222135,1,0.10561195554279508,53,1697.996876701804,57,1,0.9540432609905101,0
824015e5bd67e807f7955ea4036d24a6b616e102c93950827acf19016164bf37,13365259770,user572_953@sina.com,542,57709,0.28520111585045194,8,1,57403.71465312378,59880.63911010487,1,0.2949737389721805,35,30230.635262122778,42,0,0.5781392000465888,1
41fece3f83150e9d03e42d0f917cf6ab8065b4105f3ba34910ee5855dc3186f5,13130072185,user573_446@qq.com,714,43189,0.30713687657107536,75,2,280421.42342680757,2989.7056776746754,2,0.5512988923291464,35,5833.799781473505,40,0,0.650525075469917,0
dbb8f34b28045d20a31ec073de7189f47be4ce7bc6080ea1c8c721fc25327163,13050058429,user574_313@qq.com,563,23819,0.18428369345180332,98,4,62051.64638707207,3223.8708004374284,1,0.6157400260760074,18,15000.195630906095,49,0,0.5598907021507056,1
e90975223defcced4f3d8654f3f9489f329a6953811285e677c23dd519094859,13177165875,user575_361@163.com,629,88483,0.21249726896606283,3,3,336883.5449500352,4198.803516613173,1,0.19297795787182645,30,1494.570287483763,51,1,0.5844549683259345,0
127901552dd5c54fd036ba5be2cbb2c4dfc495db5989d6408d5eedfb6284423f,13744518616,user576_540@outlook.com,850,40581,0.24435281645373785,77,3,239957.17935017182,30338.32871335935,0,0.37993745548274677,26,9078.60855638783,40,0,0.5282639498313947,1
353c08c0d9953b83a7c396f4a914272d4e27673fa7e9ddeb58910acfa304f000,13093336410,user577_531@outlook.com,713,42391,0.3276243006529995,10,4,616545.3510265881,12345.405310648961,0,0.4558683160593093,24,7822.337214903638,41,0,0.7833118499874092,0
08c11421e2b3b121d543ca7841f63c6f2cf1b848ffaba22a04d66d92e881356c,13368087796,user578_800@qq.com,739,32015,0.1983893907468277,3,1,263406.1941891261,16238.36129006587,3,0.5210276243978288,32,25896.80177182113,50,0,0.5604081010441972,0
9205b6d1b839b102373a68daf9153544670a8ac612be932737bc75764116807b,13021595650,user579_503@sina.com,658,20370,0.5667903594296012,114,1,76176.92466547576,7592.5803819274715,0,0.34500390666289554,34,13118.379475260428,42,2,0.445967746221774,1
c1d54b83469bfbd1a2a32ef17d807674c15644e1722c5bc57c3de22bba3c9507,13056971340,user580_856@qq.com,850,89441,0.3036494477283659,17,1,17493.519131384375,33305.17598542767,2,0.8260650279865377,37,6007.747965232074,48,0,0.37573265104258585,0
174e2d8b28b7e8c5d78cf4d68ba253ec2d620a40ae58e3239b2102cb4fc4031a,13964827376,user581_876@outlook.com,536,21716,0.610585787728869,35,1,311046.4775749895,46664.44336968417,1,0.08201451969114579,54,47587.12270620103,42,0,0.3502518725292961,1
2778b1fa31b9e1761fd6aa784eef188a5fe2cb00fd01c0eeb05c8a2e21b00933,13056481855,user582_888@gmail.com,460,141199,0.49440570056126126,28,7,127011.54283779331,4365.20856237364,1,0.7347826245504528,51,3560.5590435061467,42,0,0.5082271296819645,0
f966b2cb042043f11d98a1840f234332561215f48737c2db04435c8464b64b36,13611824112,user583_650@outlook.com,850,20000,0.710838667295925,8,3,292938.8317372688,5352.555145421501,2,0.33344752846318515,24,30969.572525491425,37,0,0.7340185676309725,1
91046d3141868bef2afa35860b9850287a83d5b22f1f66768fd0e3e25ce4c9e1,13260022356,user584_226@outlook.com,604,47020,0.3706421845885035,39,2,73440.09993968105,10365.198156809003,1,0.10347619019892275,43,9685.357466505327,48,0,0.7025443970768672,0
e111bb7da375bd830879e2c056c4ab4136d0b6eb87e4a69816fb9fd6827f3f1b,13092107132,user585_208@sina.com,699,38393,0.07947027903519188,1,2,4406.47939904308,8218.386888946094,0,0.3140777397780713,28,11971.654789389257,46,0,0.6953871857423867,0
ee087e4c2f4f7fb79a30aa54c9aeb17f429ee412a48a706f93e54991a2ae9888,13072461987,user586_349@outlook.com,850,33186,0.2588493627545753,8,3,8076.046707440895,18957.432120057787,1,0.050437330382383405,39,174238.3159280311,37,0,0.4941769511948286,0
9a5fffe1b36b8aefbcdd5759e18716021f5b09c9602ba874c144093644080047,13793654741,user587_530@qq.com,700,62663,0.0624954156874305,104,4,166526.14652647357,34916.6198537508,1,0.1372912984252442,53,376.2910963334119,34,0,0.25664710834753857,0
30ffabdcda4333f932544ad6295f8cf88a7baa332e3be2c0004f85e0012a9f38,13379935033,user588_423@qq.com,850,68311,0.5167189274729652,110,2,18234.08311067172,39408.98890067323,1,0.5197934134309262,32,927.824626734009,50,1,0.5245239636984254,0
1343c1bf22d2174d19230abdd854c77eafefbf7a325d958ab06c1f1287f9d555,13315932774,user589_511@sina.com,666,55757,0.47195253563824463,23,4,205245.7687053378,5844.0458995563495,0,0.5182847760305144,26,20120.914815904576,58,0,0.9597095187799883,0
f1124ee4d547e4ddb77884dcc86150dd49ca9c89358d6ed20288e00d37596325,13048081331,user590_477@gmail.com,565,20000,0.24646507555767946,6,1,81564.99241114483,4826.935480517605,1,0.09478134262291392,38,14741.508246545836,44,0,0.516645826615601,1
39908b348e7e25164b4009c659e99d38cca9ea7b7509a3f6b65f5745df92810d,13868896054,user591_896@qq.com,367,20000,0.28856666572562406,19,2,124210.35982391085,11301.90330407194,1,0.6423567046523431,53,5732.76247889085,43,0,0.4813197998405121,1
a55b1e47aee0d12f4c1285a9b9fde5290b0e443f617ce179a720599fc42fdb3c,13934972842,user592_942@outlook.com,686,20000,0.28547216491248234,75,2,242328.4906989482,3996.120432692618,1,0.46186979784011817,62,18837.300659521494,39,0,0.7415907579961054,0
372fa7f82af7327102b91f1a42085c554aa9f898e77115329dc1f9ca0e8ad241,13956588544,user593_650@sina.com,381,29873,0.24806980759836816,2,4,43767.861009097614,2407.185735748479,1,0.7705358945701883,30,1286.4366497857325,45,1,0.9133760531200323,1
ffe6b15bedfe62a4b16c605f3f53d759188220a9d61cb75fb79c5af2b2eef3a9,13241552628,user594_777@gmail.com,688,197259,0.36995792643979725,4,2,79884.66843228744,6945.985271954712,1,0.11088082759737963,39,51352.23905940364,46,0,0.3962283547499832,0
ee28362d57b167cdd96d21a4f25c210998623ce72c320ec51135058ef2c6d1db,13774015008,user595_367@gmail.com,825,34914,0.43442044962842163,81,4,196154.26396837566,12519.56299531429,1,0.05853683818767055,41,25952.32326413834,40,0,0.5128078986269167,0
254b72725a2ad06b8e1f8c62e6073eafd9e2587c7cf7b59a83b5c1398b9b9409,13089802998,user596_456@outlook.com,647,194995,0.5796352101585043,19,3,375939.93555166025,22158.692427636357,0,0.34747533251621066,20,37143.264849889565,33,0,0.7060750980718687,0
fe70c29d091f1c98857db336fcc6f1cf25bebd6eb72b22ea25025b4d2e2e1bc6,13053188064,user597_378@qq.com,672,35357,0.35357573741953147,3,5,51436.889607995865,32118.61940212566,1,0.3851558317074188,20,743.7333720082125,45,0,0.3090208812982035,1
3c57995b2c9c9f11b2a91040063633ffdde7b7687b7e1926ff6254cb947d0528,13528192130,user598_757@sina.com,759,41274,0.4272994894610743,5,5,146216.3198906158,6301.809163938153,2,0.7757967080243053,41,17687.3067877446,43,0,0.631795300040333,0
d88355ad0b3b35eb545f14c7dd7a1a1452f9f904bb098f8e24e4b2b35abcc295,13245009566,user599_172@outlook.com,730,58490,0.1621224171712814,77,4,453046.6573863384,42685.06322069649,1,0.2653144968771289,33,4924.021732646787,44,0,0.6139204096876262,0
35246fa36907a8a05892d46b3a889a35643ae3de7ea315cfecd1bf5c719d16d6,13542592823,user600_550@gmail.com,789,28772,0.2281981233115431,24,1,156982.2045474587,856.2669072991998,0,0.48615897616612763,21,86288.62098415333,41,0,0.6618452141751169,0
f7f5dbdbc8f3cfc8c592a01ec9eee17634555523f7961cd9253df41469f9feb3,13841343070,user601_459@gmail.com,647,43557,0.43610372303346256,6,3,334943.60832253366,14676.742902459322,1,0.6271741064854685,46,6725.109226160004,45,1,0.7310307593322086,0
9272f5656498b10fc72438780a13a01eff163d31ecb3f52807d1f31c3be31e1c,13921412635,user602_479@qq.com,379,20000,0.278297290947708,80,1,421337.7520790551,25065.050616516277,1,0.17233689857547696,38,1693.5894908129364,47,0,0.5893857302786107,1
